576 6 163 ; 38 99 45 ; 257 574 119 ; 730 356 79 ; 900 920 162 ; 
480 227 176 ; 707 150 7 ; 1008 320 378 ; 198 6 207 ; 224 186 256 ; 
317 372 113 ; 138 337 29 ; 975 903 347 ; 338 631 425 ; 632 143 447 ; 
860 903 295 ; 1010 114 244 ; 306 884 107 ; 312 527 227 ; 498 343 318 ; 
871 608 282 ; 184 418 359 ; 63 773 54 ; 694 186 217 ; 837 849 471 ; 
716 221 95 ; 830 73 151 ; 690 632 373 ; 193 151 420 ; 536 893 452 ; 
121 835 407 ; 539 71 262 ; 288 469 370 ; 475 818 441 ; 300 481 271 ; 
521 776 177 ; 594 908 185 ; 202 1 156 ; 354 425 466 ; 223 138 324 ; 
35 349 336 ; 106 407 469 ; 575 649 252 ; 369 954 237 ; 850 929 144 ; 
602 718 124 ; 486 200 326 ; 488 512 288 ; 913 490 323 ; 27 662 9 ; 
376 347 460 ; 783 152 163 ; 408 497 477 ; 338 106 456 ; 244 190 317 ; 
962 574 87 ; 138 456 158 ; 650 933 32 ; 117 588 288 ; 779 597 346 ; 
102 829 305 ; 255 73 130 ; 752 446 81 ; 858 371 30 ; 24 664 268 ; 
598 784 68 ; 31 482 459 ; 964 666 125 ; 528 315 372 ; 101 877 221 ; 
930 442 292 ; 1003 384 275 ; 426 86 490 ; 797 196 338 ; 437 644 260 ; 
197 313 400 ; 679 944 382 ; 322 689 237 ; 637 61 401 ; 490 574 401 ; 
932 843 394 ; 293 190 45 ; 379 816 368 ; 575 146 490 ; 195 334 219 ; 
508 546 225 ; 428 332 94 ; 94 150 486 ; 155 931 136 ; 730 193 481 ; 
549 579 219 ; 739 872 359 ; 531 121 180 ; 677 819 467 ; 1011 267 250 ; 
533 152 150 ; 865 234 86 ; 1015 996 19 ; 923 32 425 ; 92 729 176 ; 
671 892 346 ; 520 964 375 ; 641 304 242 ; 436 24 437 ; 703 318 150 ; 
855 808 289 ; 66 783 458 ; 38 162 188 ; 71 659 419 ; 800 287 202 ; 
669 646 438 ; 609 529 226 ; 913 128 110 ; 937 257 459 ; 232 40 467 ; 
16 833 3 ; 799 112 346 ; 961 256 240 ; 596 391 375 ; 884 426 34 ; 
506 552 50 ; 11 326 143 ; 139 620 376 ; 397 531 78 ; 437 879 67 ; 
246 906 299 ; 358 764 72 ; 614 689 323 ; 1006 652 277 ; 408 686 5 ; 
960 496 37 ; 263 976 219 ; 883 16 279 ; 391 994 310 ; 246 862 103 ; 
128 961 456 ; 892 53 11 ; 557 969 429 ; 185 798 400 ; 871 199 490 ; 
344 485 458 ; 296 252 390 ; 312 31 217 ; 283 974 197 ; 121 265 344 ; 
58 1018 422 ; 112 993 286 ; 57 302 486 ; 855 226 264 ; 30 132 345 ; 
515 446 413 ; 768 697 221 ; 799 186 209 ; 749 559 309 ; 1015 299 396 ; 
1009 285 241 ; 978 399 144 ; 256 382 176 ; 483 922 13 ; 615 623 80 ; 
38 172 86 ; 735 65 70 ; 921 254 250 ; 457 756 461 ; 756 516 15 ; 
18 398 162 ; 417 338 359 ; 799 390 173 ; 697 499 181 ; 297 439 284 ; 
469 409 472 ; 535 895 258 ; 789 101 329 ; 521 107 106 ; 14 862 287 ; 
412 584 68 ; 750 291 18 ; 116 976 423 ; 615 893 327 ; 30 270 492 ; 
439 262 117 ; 311 292 263 ; 412 33 206 ; 519 695 303 ; 357 791 217 ; 
941 619 343 ; 208 465 423 ; 160 728 157 ; 30 767 221 ; 300 480 128 ; 
562 489 310 ; 854 968 353 ; 887 958 180 ; 558 714 41 ; 325 991 100 ; 
944 258 22 ; 385 961 319 ; 90 366 352 ; 857 911 292 ; 313 23 26 ; 
803 189 134 ; 747 794 144 ; 682 687 110 ; 372 992 417 ; 339 792 320 ; 
597 950 161 ; 534 2 306 ; 900 286 475 ; 787 730 241 ; 810 181 487 ; 
999 955 352 ; 769 244 307 ; 432 386 115 ; 400 392 333 ; 169 956 117 ; 
95 821 184 ; 97 607 229 ; 383 779 323 ; 90 16 327 ; 271 111 462 ; 
202 520 356 ; 446 707 23 ; 833 618 112 ; 201 187 157 ; 133 128 197 ; 
954 408 186 ; 538 261 498 ; 293 648 451 ; 309 911 399 ; 421 937 485 ; 
941 749 88 ; 624 536 490 ; 219 69 393 ; 406 34 202 ; 535 399 187 ; 
943 934 20 ; 181 540 362 ; 829 243 372 ; 717 330 173 ; 630 507 63 ; 
356 955 324 ; 892 582 161 ; 961 655 233 ; 995 537 304 ; 371 620 411 ; 
281 836 170 ; 821 982 117 ; 40 643 334 ; 371 596 292 ; 878 859 169 ; 
810 519 75 ; 368 96 71 ; 1023 298 180 ; 536 718 13 ; 132 521 229 ; 
968 859 376 ; 926 93 493 ; 545 531 78 ; 118 775 286 ; 977 712 165 ; 
473 256 256 ; 569 155 294 ; 867 947 270 ; 562 653 281 ; 59 330 177 ; 
919 378 497 ; 1012 707 113 ; 519 833 387 ; 271 999 193 ; 983 513 259 ; 
215 905 444 ; 371 59 425 ; 294 605 363 ; 947 126 342 ; 253 183 168 ; 
631 372 252 ; 314 505 263 ; 123 540 171 ; 99 97 310 ; 612 796 325 ; 
493 425 385 ; 552 526 64 ; 133 173 287 ; 259 688 234 ; 442 740 121 ; 
814 852 327 ; 295 859 430 ; 835 854 425 ; 933 345 388 ; 705 106 107 ; 
106 851 99 ; 633 788 324 ; 806 71 372 ; 470 673 69 ; 187 175 344 ; 
15 954 226 ; 875 316 212 ; 705 1017 119 ; 26 818 483 ; 133 717 348 ; 
984 205 473 ; 748 185 304 ; 820 718 117 ; 469 359 275 ; 644 260 122 ; 
574 602 29 ; 891 735 248 ; 884 138 191 ; 678 377 381 ; 372 525 479 ; 
577 355 16 ; 762 291 25 ; 456 860 421 ; 816 187 345 ; 52 1009 179 ; 
654 994 247 ; 365 995 230 ; 504 846 57 ; 881 379 153 ; 383 963 260 ; 
738 655 484 ; 5 308 425 ; 865 710 259 ; 28 907 64 ; 14 550 204 ; 
1008 838 228 ; 979 676 10 ; 802 381 116 ; 157 970 16 ; 96 190 45 ; 
752 806 200 ; 36 975 306 ; 746 883 19 ; 630 223 456 ; 156 379 393 ; 
994 587 451 ; 646 425 215 ; 3 629 231 ; 974 313 41 ; 140 879 378 ; 
947 803 223 ; 898 442 443 ; 757 85 63 ; 980 594 358 ; 335 107 172 ; 
922 658 36 ; 324 169 199 ; 953 660 241 ; 243 929 221 ; 98 332 291 ; 
901 855 63 ; 319 82 374 ; 405 369 297 ; 999 379 442 ; 82 1019 79 ; 
740 792 206 ; 909 535 257 ; 546 924 241 ; 451 293 274 ; 783 636 225 ; 
614 96 139 ; 696 502 217 ; 42 783 116 ; 421 798 61 ; 417 769 304 ; 
185 51 90 ; 720 256 222 ; 620 785 416 ; 914 220 402 ; 526 921 221 ; 
622 697 457 ; 101 350 479 ; 884 322 436 ; 658 700 38 ; 403 28 495 ; 
455 463 36 ; 711 613 493 ; 473 649 269 ; 693 207 106 ; 590 217 224 ; 
263 1010 266 ; 613 369 149 ; 936 425 246 ; 612 523 206 ; 640 19 473 ; 
79 955 124 ; 693 29 71 ; 318 846 423 ; 526 236 68 ; 743 540 485 ; 
729 347 47 ; 74 776 247 ; 500 282 300 ; 1023 672 176 ; 18 697 436 ; 
974 102 237 ; 1003 985 168 ; 825 532 305 ; 38 552 64 ; 578 241 198 ; 
925 521 281 ; 677 40 270 ; 959 172 496 ; 608 217 248 ; 281 873 212 ; 
383 122 382 ; 345 475 0 ; 877 496 59 ; 406 836 329 ; 647 678 267 ; 
144 239 449 ; 184 529 495 ; 357 894 52 ; 574 734 72 ; 423 574 56 ; 
546 433 181 ; 1021 241 221 ; 493 29 450 ; 306 642 291 ; 984 269 165 ; 
200 474 205 ; 729 581 457 ; 599 342 374 ; 310 38 403 ; 884 342 73 ; 
293 927 468 ; 535 872 382 ; 564 138 279 ; 182 282 169 ; 451 831 263 ; 
925 1004 463 ; 483 298 51 ; 825 800 297 ; 863 635 400 ; 181 20 258 ; 
84 852 435 ; 957 183 164 ; 71 534 447 ; 353 355 47 ; 161 482 89 ; 
141 570 396 ; 439 857 66 ; 215 850 445 ; 850 419 438 ; 870 297 117 ; 
699 36 390 ; 882 69 86 ; 392 636 131 ; 748 744 123 ; 206 9 204 ; 
776 750 41 ; 610 368 191 ; 436 469 110 ; 855 371 378 ; 129 112 44 ; 
165 34 35 ; 234 40 170 ; 871 1004 332 ; 591 1015 152 ; 600 355 300 ; 
326 881 391 ; 694 524 387 ; 139 606 193 ; 510 904 458 ; 622 5 377 ; 
656 1000 266 ; 697 646 208 ; 677 150 218 ; 668 46 245 ; 1023 691 336 ; 
880 518 285 ; 380 97 135 ; 987 287 454 ; 867 913 37 ; 872 346 324 ; 
848 933 134 ; 470 661 359 ; 620 623 436 ; 667 433 349 ; 334 833 17 ; 
852 810 348 ; 949 90 385 ; 212 64 317 ; 101 177 312 ; 448 801 44 ; 
357 0 260 ; 1018 879 145 ; 617 407 367 ; 26 612 464 ; 860 461 235 ; 
646 309 333 ; 736 14 1 ; 800 100 126 ; 978 148 107 ; 755 40 196 ; 
755 805 328 ; 610 370 269 ; 1017 405 227 ; 605 37 421 ; 42 336 299 ; 
352 969 347 ; 366 406 202 ; 466 793 202 ; 615 368 99 ; 655 44 281 ; 
436 169 276 ; 806 650 16 ; 188 102 414 ; 225 171 408 ; 562 266 197 ; 
507 198 300 ; 914 776 64 ; 683 42 226 ; 27 109 457 ; 71 130 216 ; 
240 907 103 ; 891 391 176 ; 993 485 134 ; 140 573 494 ; 406 243 424 ; 
604 979 158 ; 356 19 29 ; 399 449 39 ; 508 322 370 ; 639 810 277 ; 
522 930 161 ; 913 462 497 ; 374 800 408 ; 948 303 473 ; 167 31 261 ; 
122 321 276 ; 141 94 12 ; 590 782 25 ; 913 104 16 ; 699 478 288 ; 
605 923 123 ; 43 584 445 ; 844 113 326 ; 123 634 329 ; 154 272 65 ; 
475 316 232 ; 569 964 130 ; 327 945 27 ; 432 301 149 ; 910 166 454 ; 
809 669 158 ; 369 671 215 ; 482 561 155 ; 93 826 463 ; 365 1015 134 ; 
681 347 444 ; 621 825 51 ; 543 420 484 ; 844 606 136 ; 1010 680 80 ; 
656 430 242 ; 303 786 487 ; 864 161 460 ; 667 380 71 ; 658 722 496 ; 
1006 194 497 ; 807 141 498 ; 204 657 215 ; 810 477 322 ; 466 729 39 ; 
897 867 153 ; 659 790 289 ; 820 59 244 ; 176 834 197 ; 898 678 476 ; 
68 887 294 ; 209 753 88 ; 866 216 488 ; 320 223 372 ; 25 50 390 ; 
893 887 144 ; 659 333 349 ; 718 81 368 ; 528 694 356 ; 182 950 332 ; 
45 841 374 ; 798 713 482 ; 1015 369 355 ; 214 229 126 ; 264 899 338 ; 
127 1012 367 ; 460 997 308 ; 542 618 352 ; 212 34 106 ; 139 651 495 ; 
980 117 365 ; 669 676 215 ; 15 419 189 ; 244 5 60 ; 120 935 446 ; 
108 867 90 ; 81 667 146 ; 699 103 402 ; 734 258 308 ; 361 941 209 ; 
478 782 284 ; 130 669 328 ; 550 331 281 ; 555 1007 132 ; 467 874 105 ; 
310 1004 237 ; 977 238 377 ; 57 957 374 ; 315 169 450 ; 232 618 108 ; 
1014 182 385 ; 660 726 303 ; 991 916 50 ; 974 96 480 ; 824 545 71 ; 
805 90 310 ; 19 767 416 ; 976 502 50 ; 122 936 63 ; 740 56 414 ; 
923 561 98 ; 625 520 184 ; 517 610 184 ; 614 226 491 ; 135 398 18 ; 
226 12 358 ; 993 961 455 ; 471 839 159 ; 383 774 19 ; 439 0 49 ; 
1000 482 458 ; 497 954 29 ; 83 39 294 ; 310 114 184 ; 708 140 330 ; 
720 991 189 ; 657 598 499 ; 472 225 341 ; 222 829 236 ; 222 530 340 ; 
704 972 407 ; 635 289 176 ; 674 232 449 ; 788 692 128 ; 929 742 398 ; 
896 927 126 ; 470 315 327 ; 696 696 416 ; 501 524 297 ; 7 736 179 ; 
980 364 478 ; 245 992 346 ; 477 69 265 ; 145 253 271 ; 887 748 60 ; 
791 926 149 ; 82 801 45 ; 778 310 55 ; 278 291 191 ; 1015 494 120 ; 
355 920 448 ; 323 3 132 ; 392 744 201 ; 645 112 303 ; 369 268 120 ; 
272 329 336 ; 49 262 287 ; 359 665 325 ; 650 741 143 ; 121 293 125 ; 
17 877 464 ; 20 393 67 ; 765 155 110 ; 877 394 394 ; 121 778 196 ; 
450 2 117 ; 712 17 433 ; 353 114 175 ; 70 989 258 ; 364 95 333 ; 
217 215 226 ; 611 691 119 ; 766 465 360 ; 136 632 213 ; 914 420 154 ; 
917 577 391 ; 934 1007 277 ; 25 462 5 ; 1014 276 334 ; 85 741 105 ; 
301 303 289 ; 992 907 186 ; 433 507 429 ; 41 872 423 ; 461 66 119 ; 
15 405 342 ; 1022 170 279 ; 460 647 365 ; 736 453 278 ; 454 330 365 ; 
757 571 398 ; 640 6 343 ; 123 51 323 ; 995 863 245 ; 37 786 206 ; 
442 600 52 ; 612 307 103 ; 235 949 145 ; 689 591 1 ; 1019 224 281 ; 
567 967 171 ; 573 986 249 ; 624 974 133 ; 463 371 389 ; 226 833 228 ; 
826 733 158 ; 110 648 216 ; 35 561 385 ; 626 934 316 ; 851 1020 49 ; 
794 535 485 ; 756 808 264 ; 706 698 425 ; 53 711 45 ; 887 695 401 ; 
596 717 463 ; 221 158 73 ; 782 211 363 ; 693 499 198 ; 689 453 209 ; 
200 402 112 ; 1009 918 454 ; 683 983 430 ; 370 648 217 ; 41 777 206 ; 
759 108 457 ; 917 266 374 ; 104 533 207 ; 603 836 157 ; 32 741 22 ; 
434 473 287 ; 328 999 124 ; 287 233 281 ; 936 174 448 ; 689 169 310 ; 
798 26 447 ; 40 480 18 ; 573 131 443 ; 385 565 107 ; 102 667 179 ; 
575 435 207 ; 550 403 178 ; 784 356 206 ; 958 992 218 ; 103 974 258 ; 
130 997 431 ; 610 756 497 ; 742 407 233 ; 283 163 3 ; 950 522 356 ; 
361 913 151 ; 764 715 202 ; 96 846 317 ; 64 240 221 ; 14 570 187 ; 
1012 565 219 ; 744 335 329 ; 127 144 39 ; 290 527 57 ; 812 272 392 ; 
702 119 419 ; 393 541 220 ; 215 490 125 ; 455 199 265 ; 1 867 386 ; 
567 614 352 ; 902 491 408 ; 22 978 424 ; 550 160 400 ; 822 648 90 ; 
941 39 27 ; 458 816 417 ; 949 309 142 ; 124 922 206 ; 991 576 325 ; 
581 245 463 ; 48 925 198 ; 3 302 380 ; 163 830 242 ; 811 624 492 ; 
851 207 282 ; 643 492 467 ; 952 147 102 ; 850 17 3 ; 403 342 243 ; 
648 669 159 ; 549 539 172 ; 851 287 113 ; 657 58 372 ; 258 378 7 ; 
465 497 262 ; 958 532 409 ; 81 2 20 ; 98 421 220 ; 440 965 423 ; 
86 452 70 ; 625 520 14 ; 913 637 459 ; 971 757 387 ; 325 16 196 ; 
822 87 126 ; 331 1008 408 ; 333 525 458 ; 755 993 271 ; 696 264 201 ; 
124 962 277 ; 644 260 463 ; 258 108 105 ; 1015 807 138 ; 8 115 453 ; 
95 706 394 ; 79 738 245 ; 604 704 324 ; 574 751 85 ; 838 896 32 ; 
777 457 464 ; 13 105 484 ; 121 378 173 ; 928 540 87 ; 20 649 154 ; 
726 59 30 ; 440 292 181 ; 120 856 369 ; 871 730 261 ; 743 334 431 ; 
176 635 154 ; 281 35 351 ; 659 80 36 ; 175 383 170 ; 824 678 490 ; 
884 980 46 ; 152 354 112 ; 1009 831 300 ; 715 888 420 ; 25 496 391 ; 
660 942 322 ; 696 117 287 ; 776 329 100 ; 136 663 220 ; 814 902 135 ; 
770 136 300 ; 100 97 108 ; 931 497 8 ; 796 1018 121 ; 268 361 384 ; 
186 448 182 ; 303 711 126 ; 632 231 258 ; 272 411 399 ; 150 767 487 ; 
286 923 177 ; 383 939 351 ; 881 83 396 ; 875 237 327 ; 212 81 407 ; 
660 975 271 ; 347 482 425 ; 579 684 368 ; 990 639 489 ; 733 730 457 ; 
632 611 467 ; 547 239 213 ; 631 991 161 ; 868 626 258 ; 949 34 277 ; 
901 733 313 ; 359 595 486 ; 19 759 285 ; 659 532 312 ; 365 577 287 ; 
977 772 344 ; 192 230 489 ; 159 71 476 ; 785 793 167 ; 819 342 331 ; 
529 103 205 ; 100 525 322 ; 859 271 457 ; 368 595 72 ; 945 886 67 ; 
694 887 281 ; 924 496 390 ; 995 652 98 ; 764 416 153 ; 82 23 178 ; 
185 580 286 ; 711 1014 99 ; 982 783 43 ; 553 572 338 ; 416 1019 270 ; 
279 808 352 ; 775 550 198 ; 403 484 226 ; 819 577 97 ; 843 432 69 ; 
399 82 419 ; 390 261 164 ; 149 540 439 ; 721 654 85 ; 717 113 211 ; 
501 517 307 ; 28 591 70 ; 512 565 137 ; 66 510 336 ; 498 195 336 ; 
580 986 319 ; 841 938 490 ; 357 578 24 ; 1011 175 378 ; 100 326 475 ; 
617 893 32 ; 184 715 182 ; 749 288 18 ; 235 265 138 ; 430 37 48 ; 
392 652 74 ; 307 642 206 ; 885 1023 395 ; 36 529 332 ; 363 756 60 ; 
232 677 348 ; 948 75 402 ; 212 525 66 ; 477 463 124 ; 514 468 171 ; 
142 970 278 ; 785 5 362 ; 784 904 89 ; 289 113 102 ; 21 333 135 ; 
698 653 102 ; 773 567 458 ; 274 666 478 ; 738 490 447 ; 182 549 200 ; 
128 15 427 ; 133 898 297 ; 14 39 302 ; 127 66 318 ; 460 129 427 ; 
89 555 253 ; 657 189 327 ; 299 772 37 ; 789 543 399 ; 314 791 405 ; 
330 530 455 ; 204 412 124 ; 243 54 469 ; 309 481 239 ; 438 172 414 ; 
993 909 258 ; 159 297 472 ; 931 458 457 ; 450 893 280 ; 217 19 269 ; 
748 350 447 ; 136 810 93 ; 190 380 421 ; 671 987 169 ; 844 698 142 ; 
729 868 329 ; 2 104 478 ; 460 1021 253 ; 330 189 132 ; 349 146 62 ; 
699 418 244 ; 486 1019 456 ; 866 801 496 ; 829 826 18 ; 503 136 342 ; 
348 909 98 ; 452 628 335 ; 450 505 86 ; 639 290 34 ; 786 524 80 ; 
180 976 333 ; 175 128 397 ; 976 440 99 ; 778 943 57 ; 915 69 214 ; 
800 39 486 ; 404 738 130 ; 910 416 470 ; 176 555 464 ; 700 1023 244 ; 
653 817 78 ; 781 286 266 ; 198 241 253 ; 117 38 314 ; 186 664 264 ; 
225 770 303 ; 963 200 408 ; 356 83 260 ; 911 415 114 ; 910 363 306 ; 
703 73 399 ; 989 987 136 ; 206 29 177 ; 244 47 167 ; 909 843 328 ; 
655 507 150 ; 856 971 83 ; 939 815 463 ; 330 546 227 ; 694 452 58 ; 
767 35 240 ; 731 271 256 ; 760 265 205 ; 807 456 188 ; 626 765 260 ; 
109 235 137 ; 56 955 305 ; 872 590 97 ; 394 581 484 ; 846 459 78 ; 
882 223 180 ; 129 691 16 ; 394 101 55 ; 851 741 199 ; 592 601 262 ; 
827 347 64 ; 758 748 206 ; 324 981 298 ; 905 105 250 ; 340 583 380 ; 
564 732 495 ; 231 624 345 ; 332 223 66 ; 49 582 337 ; 651 724 28 ; 
998 468 468 ; 722 322 455 ; 679 233 426 ; 784 1015 194 ; 343 144 136 ; 
51 119 308 ; 675 976 156 ; 898 938 436 ; 456 271 204 ; 156 455 298 ; 
625 207 181 ; 947 787 139 ; 156 77 329 ; 148 715 200 ; 292 211 236 ; 
411 48 367 ; 363 448 127 ; 277 56 30 ; 549 1021 485 ; 1004 1011 41 ; 
188 628 258 ; 975 219 255 ; 28 532 34 ; 743 500 451 ; 955 228 51 ; 
1003 299 419 ; 427 422 50 ; 484 197 141 ; 481 870 258 ; 468 975 91 ; 
72 213 316 ; 291 76 456 ; 823 887 115 ; 299 830 71 ; 527 921 370 ; 
826 280 149 ; 225 50 68 ; 422 183 284 ; 268 593 84 ; 219 529 173 ; 
433 445 349 ; 509 549 145 ; 372 604 52 ; 178 687 399 ; 75 489 238 ; 
355 223 157 ; 405 959 375 ; 588 75 168 ; 158 699 122 ; 687 780 370 ; 
108 305 306 ; 657 926 39 ; 237 814 324 ; 924 501 345 ; 389 487 107 ; 
612 1000 459 ; 548 292 22 ; 623 832 496 ; 299 771 372 ; 55 977 114 ; 
361 379 461 ; 263 214 81 ; 54 559 430 ; 555 252 327 ; 19 123 491 ; 
1019 70 497 ; 287 373 345 ; 96 57 105 ; 867 329 413 ; 820 760 352 ; 
176 853 447 ; 390 31 196 ; 949 889 448 ; 177 961 254 ; 301 932 13 ; 
371 269 168 ; 744 219 24 ; 801 716 159 ; 107 813 243 ; 867 185 46 ; 
696 637 495 ; 727 425 43 ; 593 477 433 ; 530 583 287 ; 438 221 4 ; 
708 901 193 ; 927 553 313 ; 619 493 237 ; 409 528 463 ; 594 407 214 ; 
207 82 105 ; 633 957 97 ; 86 174 125 ; 670 341 118 ; 891 686 256 ; 
768 307 178 ; 298 300 86 ; 791 14 473 ; 295 529 1 ; 702 127 230 ; 
784 592 364 ; 717 729 352 ; 892 570 241 ; 209 1004 479 ; 895 944 321 ; 
179 299 280 ; 479 361 377 ; 493 327 135 ; 1022 912 66 ; 125 882 61 ; 
717 422 372 ; 423 170 492 ; 993 551 318 ; 974 1019 430 ; 894 108 319 ; 
169 89 491 ; 531 838 490 ; 858 861 481 ; 746 651 203 ; 604 736 469 ; 
2 500 143 ; 173 25 32 ; 724 267 383 ; 719 377 377 ; 828 696 279 ; 
917 887 49 ; 731 233 15 ; 568 59 114 ; 195 378 320 ; 931 695 338 ; 
408 114 194 ; 433 251 308 ; 700 810 181 ; 53 315 54 ; 749 794 461 ; 
613 120 21 ; 846 639 218 ; 905 665 281 ; 259 525 345 ; 955 107 328 ; 
45 293 144 ; 296 481 164 ; 83 843 85 ; 398 905 373 ; 169 662 310 ; 
289 224 363 ; 928 702 376 ; 569 888 339 ; 70 617 436 ; 177 542 372 ; 
470 374 467 ; 951 614 12 ; 770 263 245 ; 651 612 196 ; 290 1014 446 ; 
514 117 423 ; 192 858 28 ; 56 397 128 ; 674 841 485 ; 192 521 123 ; 
566 132 380 ; 156 813 302 ; 419 766 198 ; 7 802 100 ; 1021 212 212 ; 
114 816 198 ; 972 684 432 ; 345 457 132 ; 163 798 81 ; 684 186 179 ; 
817 774 403 ; 606 809 397 ; 348 771 29 ; 126 479 384 ; 338 839 335 ; 
130 465 192 ; 815 605 170 ; 248 938 147 ; 22 303 460 ; 208 342 251 ; 
983 573 244 ; 768 346 53 ; 515 275 43 ; 994 623 459 ; 810 978 497 ; 
251 306 455 ; 857 772 258 ; 771 163 285 ; 50 924 461 ; 392 823 327 ; 
965 383 8 ; 287 760 87 ; 562 719 15 ; 161 2 342 ; 115 435 372 ; 
421 183 114 ; 169 61 322 ; 333 754 223 ; 233 671 6 ; 32 610 48 ; 
416 758 84 ; 152 865 165 ; 872 716 40 ; 874 58 238 ; 286 395 347 ; 
469 517 202 ; 530 891 495 ; 260 74 100 ; 931 28 313 ; 517 32 298 ; 
252 428 159 ; 93 765 139 ; 810 365 439 ; 868 527 159 ; 239 850 54 ; 
757 264 472 ; 624 99 73 ; 699 104 115 ; 727 441 383 ; 760 1012 190 ; 
164 591 67 ; 930 586 171 ; 271 733 293 ; 799 729 243 ; 625 575 419 ; 
890 707 343 ; 989 284 480 ; 69 391 152 ; 511 758 435 ; 499 8 335 ; 
66 799 399 ; 652 819 267 ; 361 932 401 ; 66 831 193 ; 641 574 380 ; 
324 557 13 ; 608 273 295 ; 999 614 73 ; 733 629 94 ; 741 348 377 ; 
517 827 220 ; 312 447 134 ; 220 996 54 ; 27 793 328 ; 601 365 58 ; 
135 563 356 ; 408 626 340 ; 1022 655 85 ; 628 754 56 ; 976 339 138 ; 
780 424 19 ; 203 574 120 ; 175 353 112 ; 969 493 288 ; 310 699 243 ; 
873 523 397 ; 476 672 296 ; 107 405 272 ; 861 113 127 ; 177 555 147 ; 
601 715 167 ; 151 367 439 ; 504 332 230 ; 997 516 294 ; 673 728 471 ; 
172 517 345 ; 844 441 431 ; 225 773 23 ; 339 80 46 ; 894 15 96 ; 
585 927 401 ; 953 570 34 ; 261 417 277 ; 777 439 390 ; 481 406 199 ; 
998 683 264 ; 415 810 145 ; 165 389 329 ; 245 76 107 ; 261 624 34 ; 
164 325 100 ; 734 627 178 ; 127 56 387 ; 566 1014 44 ; 972 922 233 ; 
632 478 403 ; 418 207 449 ; 808 781 169 ; 884 556 38 ; 484 670 331 ; 
809 654 400 ; 412 200 60 ; 468 699 103 ; 459 435 110 ; 357 949 25 ; 
835 920 317 ; 19 865 37 ; 800 202 116 ; 332 728 428 ; 1002 476 20 ; 
632 484 192 ; 833 657 197 ; 508 540 217 ; 944 550 85 ; 869 103 192 ; 
765 629 385 ; 606 762 485 ; 809 290 284 ; 513 626 112 ; 989 822 428 ; 
450 478 266 ; 83 943 374 ; 623 796 135 ; 149 94 288 ; 253 874 24 ; 
882 988 281 ; 620 913 462 ; 911 857 16 ; 513 577 113 ; 312 629 495 ; 
790 659 344 ; 710 297 210 ; 482 769 357 ; 576 725 240 ; 427 601 118 ; 
391 322 367 ; 280 808 305 ; 113 876 173 ; 690 730 236 ; 295 73 274 ; 
954 405 158 ; 227 164 80 ; 996 5 238 ; 697 470 53 ; 274 60 405 ; 
596 927 44 ; 380 628 3 ; 233 949 267 ; 963 134 324 ; 12 856 434 ; 
417 866 229 ; 581 642 123 ; 587 105 491 ; 33 50 171 ; 93 571 305 ; 
1020 496 63 ; 624 811 284 ; 549 383 224 ; 683 67 105 ; 515 442 188 ; 
357 87 172 ; 1000 687 254 ; 81 490 143 ; 131 265 198 ; 702 738 363 ; 
174 462 52 ; 986 782 336 ; 345 458 372 ; 412 368 130 ; 854 216 401 ; 
942 77 109 ; 605 355 262 ; 71 190 146 ; 336 613 499 ; 51 44 22 ; 
513 593 177 ; 271 113 303 ; 729 258 109 ; 73 952 362 ; 290 281 387 ; 
367 126 469 ; 722 329 191 ; 912 507 28 ; 501 767 119 ; 546 133 340 ; 
115 202 495 ; 228 446 0 ; 486 651 139 ; 414 178 488 ; 696 117 6 ; 
822 910 380 ; 127 598 283 ; 635 890 321 ; 378 230 285 ; 511 930 431 ; 
714 657 65 ; 136 897 296 ; 787 384 460 ; 965 600 283 ; 58 890 393 ; 
969 446 45 ; 543 369 200 ; 409 1014 119 ; 639 524 302 ; 545 535 100 ; 
178 68 332 ; 51 740 230 ; 435 616 98 ; 12 979 45 ; 902 733 287 ; 
325 158 209 ; 694 406 486 ; 685 782 457 ; 185 768 3 ; 720 109 94 ; 
788 985 72 ; 504 527 78 ; 96 205 318 ; 52 670 225 ; 785 53 345 ; 
943 519 184 ; 326 929 269 ; 84 859 235 ; 852 174 404 ; 961 128 413 ; 
922 628 341 ; 425 283 457 ; 630 1013 57 ; 277 130 454 ; 330 284 282 ; 
849 316 83 ; 755 673 106 ; 590 700 52 ; 764 389 392 ; 892 262 429 ; 
497 856 262 ; 780 189 429 ; 769 27 158 ; 899 985 401 ; 159 971 350 ; 
475 718 348 ; 124 384 254 ; 825 377 405 ; 190 453 259 ; 452 358 171 ; 
284 201 383 ; 474 966 172 ; 501 108 116 ; 462 905 33 ; 409 955 1 ; 
103 312 364 ; 487 518 12 ; 864 455 360 ; 294 982 201 ; 652 225 235 ; 
853 360 228 ; 795 993 372 ; 904 357 126 ; 785 491 47 ; 717 500 89 ; 
5 668 238 ; 523 288 373 ; 978 33 305 ; 936 602 437 ; 137 338 163 ; 
497 526 264 ; 466 998 353 ; 824 921 9 ; 291 320 445 ; 791 182 210 ; 
435 452 359 ; 724 826 36 ; 757 663 51 ; 335 340 309 ; 673 312 69 ; 
175 936 150 ; 150 365 492 ; 47 590 414 ; 367 695 238 ; 549 562 497 ; 
